Serial_No,Full_Name,Date_of_Birth,Age,Gender,Weight (kg),Height (cm),Contact_No,Date_of_Previous_Blood_Donation,Date_of_Next_Blood_Donation,Availability,Longitude,Latitude,Address,NIC No,Blood Group,Previous Blood Donated Campaign
Y17/D00151,Jewel Guerrier,3/11/1987,33,Male,71.95,171.97,776372733,1/20/2020,5/12/2020,Available,6.9192,79.897309,"St.Stephen's Church, Sri Jayawardenapura Kotte, Western Province 00800, LK",19876226340V,O+,CA/00151
Y17/D00153,Chance Attaway,3/18/1978,42,Male,104.44,144.67,710113861,4/7/2020,7/28/2020,Available,6.751618,79.954597,"Hirana Road, , Western Province 12500, LK",19783747796V,A+,CA/00167
Y17/D00155,Frankie Durrant,7/29/1998,21,Male,79.05,166.01,776372733,8/31/2020,12/21/2020,Available,6.897422,79.994093,"Seevali Asapuwa, Korathota, Western Province 10150, LK",19982142618V,A+,CA/00182
Y17/D00156,Kim Manna,12/1/1978,41,Female,105.35,143.91,710113861,10/21/2020,2/10/2020,Available,6.762672,80.095938,"Millawa road, Gorokgoda, Western Province, LK",19787002245V,O+,CA/00191
Y17/D00157,Buford Balogh,9/16/1998,21,Male,105.84,143.5,776372733,1/13/2020,5/5/2020,Available,6.973335,79.901698,"Jambuwatte Road, Wevelduwa, Western Province 11300, LK",19987122846V,O+,CA/00146
Y17/D00158,Walker Vara,1/22/1998,22,Female,97.82,150.23,776372733,5/12/2020,9/1/2020,Available,6.867699,80.147975,"Uggalla-Pinnawala Road, Waga, Western Province 10500, LK",19988493451V,O+,CA/00129
Y17/D00159,Gale Coco,1/9/1992,28,Male,82.55,163.07,715837482,11/28/2020,3/19/2020,Available,6.732584,79.895751,"Galle Road New Deviation, Moratuwa, Western Province 10400, LK",19921892921V,O+,CA/00173
Y17/D00160,Donnie Dinardo,12/14/1992,27,Female,61.23,180.98,776372733,1/27/2020,5/19/2020,Available,6.761041,79.930491,"Vinrich Lake Resort Road, Madapatha, Western Province, LK",19926243555V,B+,CA/00159
Y17/D00161,Randal Gillam,5/2/1980,39,Male,75.89,168.67,776372733,3/13/2020,7/3/2020,Available,6.778436,79.877982,"Puranappu Raja Mawatha, Moratuwa, Western Province 10400, LK",19808192379V,A+,CA/00170
Y17/D00162,Lynwood Blow,6/10/1994,25,Female,65.04,177.78,776372733,7/6/2020,10/26/2020,Available,6.879357,80.124868,"Gammana, Waga, Western Province 10500, LK",19943597488V,A+,CA/00183
Y17/D00163,Hoyt Provencher,5/12/1998,21,Female,106.91,142.6,776712741,12/19/2020,4/9/2020,Available,6.958418,80.120831,"Boalugoda - Akaravita Road, Akarawita, Western Province 10730, LK",19984537764V,AB+,CA/00174
Y17/D00164,Angelo Bulger,12/20/1982,37,Male,100.61,147.89,710113861,1/8/2020,4/30/2020,Available,6.754911,80.053297,"Galagedara-Horana Road, Aramanagolla, Western Province 12400, LK",19826888228V,O+,CA/00139
Y17/D00165,Ivan Heald,11/13/2000,19,Male,50.5,190,776372733,6/28/2020,10/18/2020,Available,6.973299,80.219412,"Thalduwa-Meewitigammana Road, Ihala Thalduwa, Sabaragamuwa Province, LK",20006469841V,A+,CA/00134
Y17/D00166,Aaron Leonhardt,10/6/1975,44,Female,97.84,150.22,776372733,1/20/2020,5/12/2020,Available,6.833593,79.968828,"Bogahawila Road, Pinhena, Western Province 10320, LK",19757792350V,O+,CA/00155
Y17/D00167,William Rabinowitz,9/12/1985,34,Female,57.05,184.5,715837482,12/4/2020,3/25/2020,Available,6.926773,80.070155,"Hanwella - Malwana Road, , Western Province Dompe, LK",19854165193V,B+,CA/00187
Y17/D00168,Ralph Bradberry,1/25/1993,27,Male,102.53,146.27,776712741,4/15/2020,8/5/2020,Available,6.90779,79.994866,"Galwarusawa Road, Korathota, Western Province 10150, LK",19939441500V,B+,CA/00147
Y17/D00169,Hipolito Delacerda,6/22/1994,25,Male,50.63,189.89,776712741,5/2/2020,8/22/2020,Available,6.975962,80.034214,"Delgoda-Pugoda Rd, Mukalana WP, Western Province 11672, LK",19941757034V,B+,CA/00135
Y17/D00170,Bud Fulks,7/20/1988,31,Male,106.78,142.7,776712741,2/28/2020,6/20/2020,Available,6.925542,79.916747,"Andihena Road, Sri Jayawardenapura Kotte, Western Province 10100, LK",19889087764V,A+,CA/00127
Y17/D00171,Frederick Millsaps,4/18/1999,20,Male,58.2,183.53,776372733,8/21/2020,12/11/2020,Available,6.877365,80.056821,"Batawala Road, Nawalamulla, Western Province 10200, LK",19997470124V,A+,CA/00190
Y17/D00172,Jude Redwine,7/18/2001,18,Male,105.7,143.62,710113861,4/15/2020,8/5/2020,Available,6.800486,80.132501,"Menerigama Road, Malagala WP, Western Province 10500, LK",20013324914V,O+,CA/00143
Y17/D00173,Ethan Lefever,6/15/1987,32,Female,109.75,140.21,710113861,10/21/2020,2/10/2020,Available,6.896698,79.914494,"Ironwood, Sri Jayawardenapura Kotte, Western Province 10100, LK",19879936987V,AB+,CA/00195
Y17/D00174,Fernando Hetzel,10/3/1983,36,Male,55.08,186.15,776712741,3/8/2020,6/28/2020,Available,6.954939,80.01615,"Al Mubarak Kids Park, Karabugas Junction, Western Province 11672, LK",19833275856V,A+,CA/00149
Y17/D00175,Barrett Cogswell,11/11/1995,24,Male,74.66,169.69,715837482,10/25/2020,2/14/2020,Available,6.803475,80.175835,"Sirimal Road, Wewila, Western Province, LK",19957373743V,AB+,CA/00193
Y17/D00176,Arron Guth,7/27/1989,30,Female,99.27,149.02,776712741,4/12/2020,8/2/2020,Available,6.875042,80.185123,"Pagnangula Road, Hewainna, Sabaragamuwa Province, LK",19891346491V,A+,CA/00164
Y17/D00177,Merrill Ben,9/19/1979,40,Male,100.29,148.16,710113861,6/1/2020,9/21/2020,Available,6.905142,79.883065,"Royal Colombo Golf Club(RCGC), Colombo, Western Province 00800, LK",19799322227V,B+,CA/00171
Y17/D00178,Reinaldo Lavine,7/24/1984,35,Male,86.69,159.58,776372733,2/20/2020,6/12/2020,Available,6.865008,79.952457,"Weera Mawatha, Polwatte Junction, Western Province 10230, LK",19845148365V,AB+,CA/00132
Y17/D00179,Shad Eiland,11/22/1998,21,Male,55.67,185.65,715837482,2/22/2020,6/14/2020,Available,6.808753,79.921373,"Piliyandala Bypass Road, Piliyandala, Western Province 10300, LK",19988709859V,A+,CA/00161
Y17/D00181,Anibal Bolyard,8/9/1988,31,Female,88.63,157.95,776712741,1/20/2020,5/12/2020,Available,6.919153,80.221502,"Avissawella - Ratnapura Road, Meennana, Sabaragamuwa Province, LK",19887151432V,B+,CA/00151
Y17/D00182,Ali Harber,7/11/1981,38,Male,77.13,167.62,715837482,9/8/2020,12/29/2020,Available,6.845796,79.923084,"Vidyakara Mawtha, Maharagama, Western Province 10280, LK",19818452551V,B+,CA/00176
Y17/D00184,Monte Keffer,3/16/1982,38,Male,83.07,162.63,776712741,1/1/2020,4/23/2020,Available,6.911118,80.183581,"Thummodara-Puwakpitiya Road, Egodagama, Western Province, LK",19829899228V,B+,CA/00150
Y17/D00185,Walter Askins,3/8/1992,28,Male,69.1,174.37,710113861,11/28/2020,3/19/2020,Available,6.962895,80.22064,"Thalduwa-Meewitigammana Road, Ihala Thalduwa, Sabaragamuwa Province, LK",19921153275V,O+,CA/00173
Y17/D00186,Renaldo Losey,9/4/1988,31,Female,104.07,144.98,715837482,4/3/2020,7/24/2020,Not Available,6.97358,80.203484,"Kudagama Road, Avissawella, Western Province, LK",19887975407V,B+,CA/00141
Y17/D00187,Clifton Gingrich,5/20/2002,17,Male,78.42,166.54,710113861,10/29/2020,2/18/2020,Available,6.943561,79.957476,"Kelaniya-Biyagama Road, , Western Province 11640, LK",20026901474V,B+,CA/00197
Y17/D00188,Fidel Keesee,11/5/2001,18,Male,64.94,177.86,776372733,8/21/2020,12/11/2020,Available,6.893836,79.955378,"Pothuarawa Road, 10th Mile Post Malabe WP, Western Province 10115, LK",20017276121V,B+,CA/00190
Y17/D00190,Zachariah Blomquist,2/14/1975,45,Male,50.96,189.61,715837482,4/7/2020,7/28/2020,Available,6.981081,80.159563,"Ranwala Road, Pepiliyawala, Western Province, LK",19757794395V,B+,CA/00167
Y17/D00191,Tony Didonato,8/26/1996,23,Male,75.67,168.85,715837482,3/2/2020,6/22/2020,Available,6.959824,79.902875,"Waragoda Road, Tyre Junction, Western Province 11300, LK",19967036029V,AB+,CA/00138
Y17/D00192,Houston Pinzon,6/4/1993,26,Male,57.78,183.88,715837482,12/4/2020,3/25/2020,Available,6.817331,80.174419,"Udagama Road, , Sabaragamuwa Province, LK",19934661237V,AB+,CA/00187
Y17/D00194,Cristopher Felice,10/13/1980,39,Male,72.58,171.45,710113861,10/25/2020,2/14/2020,Available,6.741375,79.906847,"Jubilee Road, Panadura, Western Province 12500, LK",19801573793V,B+,CA/00193
Y17/D00195,Kennith Pascoe,7/6/2002,17,Male,107.89,141.77,776372733,2/17/2020,6/9/2020,Available,6.861519,79.873811,"Prathibimbarama Road, Kalubowila, Western Province 20200, LK",20025065818V,O+,CA/00160
Y17/D00196,Devon Costantino,4/10/1981,39,Female,65.51,177.39,715837482,10/21/2020,2/10/2020,Available,6.813957,80.144007,"Meepe-Ingiriya Road, Malagala WP, Western Province, LK",19814894428V,A+,CA/00195
Y17/D00197,Daniel Stamp,8/3/1975,44,Male,60.42,181.66,776372733,10/29/2020,2/18/2020,Available,6.932364,79.974261,"Vihara Lane, Kaduwela Interchange, Western Province 10115, LK",19758366143V,A+,CA/00180
Y17/D00198,Dino Chinchilla,6/19/1981,38,Male,54.94,186.27,715837482,10/31/2020,2/20/2020,Available,6.906998,79.861353,"Guilford Crescent, Colombo, Western Province 0007, LK",19818231011V,B+,CA/00186
Y17/D00199,Joaquin Wehner,6/8/1985,34,Male,58.04,183.66,776712741,1/13/2020,5/5/2020,Available,6.821301,80.142778,"Meepe-Ingiriya Road, Malagala WP, Western Province, LK",19854335928V,A+,CA/00146
Y17/D00200,Rueben Christner,10/17/1996,23,Female,60.55,181.55,715837482,4/15/2020,8/5/2020,Available,6.785505,80.084616,"Millawa road, Gorokgoda, Western Province, LK",19963639529V,AB+,CA/00147
Y17/D00201,Brain Camper,8/24/1993,26,Male,51.72,188.97,710113861,6/28/2020,10/18/2020,Available,6.784581,79.903254,"Sri Devananda Road, Suwarapola, Western Province 10400, LK",19937318776V,B+,CA/00134
Y17/D00202,Rudolph Porto,6/14/2002,17,Male,65.74,177.19,715837482,1/8/2020,4/30/2020,Available,6.878036,79.982563,"Praja Sabha Road, Hokandara North, Western Province 10118, LK",20025322404V,A+,CA/00139
Y17/D00203,Rosendo Palmore,11/14/1993,26,Female,56.25,185.17,710113861,5/2/2020,8/22/2020,Available,6.800249,79.878897,"Angulana Station road, Golumadama Junction, Western Province 10400, LK",19935964443V,A+,CA/00142
Y17/D00205,Dudley Wear,3/12/1981,39,Male,70.32,173.34,710113861,7/8/2020,10/28/2020,Available,6.983439,80.058876,"Delgoda-Dekatana Road, Gampaha, Western Province, LK",19812114613V,AB+,CA/00189
Y17/D00206,Willis Galli,6/16/1990,29,Male,80.41,164.86,776712741,2/22/2020,6/14/2020,Available,6.876319,79.939572,"Wijaya Mawatha, Thalawathugoda WP, Western Province 10120, LK",19906854538V,B+,CA/00161
Y17/D00207,Bart Ebel,6/5/1988,31,Female,100.24,148.2,776712741,4/4/2020,7/25/2020,Available,6.962023,80.157022,"Manakada Road, Boralugoda, Western Province 10730, LK",19882118606V,B+,CA/00136
Y17/D00208,Derek Halvorsen,8/19/2002,17,Female,60.61,181.5,710113861,6/10/2020,9/30/2020,Available,6.899517,79.917127,"Rajamalwatte Road, Sri Jayawardenapura Kotte, Western Province 10100, LK",20021436840V,O+,CA/00165
Y17/D00209,Mitchel Finke,2/10/1986,34,Female,57.11,184.45,715837482,6/15/2020,10/5/2020,Available,6.819561,79.940867,"Gemunu Mawatha, Gorakapitiya, Western Province 10320, LK",19862002904V,B+,CA/00137
Y17/D00210,Noe Sahagun,7/12/1975,44,Male,105.42,143.85,776712741,3/13/2020,7/3/2020,Available,6.904646,80.058451,"Artigala Road, Nawalamulla, Western Province 10200, LK",19754344818V,AB+,CA/00170
Y17/D00211,Marcelino Ebner,6/2/1977,42,Female,71.34,172.49,776712741,6/26/2020,10/16/2020,Available,6.881494,79.983082,"Malabe-Godagama Road, Athurugiriya, Western Province 10118, LK",19771235128V,A+,CA/00124
Y17/D00212,Dewayne Hawn,5/21/1991,28,Female,95.24,152.4,710113861,2/28/2020,6/20/2020,Available,6.824119,80.05536,"Dampe Purana Temple, Dampe, Western Province, LK",19912670688V,A+,CA/00127
Y17/D00213,Manual Spies,4/27/1978,41,Male,72.55,171.47,776712741,9/3/2020,12/24/2020,Available,6.875042,80.185123,"Pagnangula Road, Hewainna, Sabaragamuwa Province, LK",19782797369V,A+,CA/00181
Y17/D00214,Leroy Hamlet,3/19/1987,33,Female,96.37,151.46,710113861,5/12/2020,9/1/2020,Available,6.935443,79.856064,"Saunders Place Link, Colombo, Western Province 01200, LK",19877067917V,O+,CA/00129
Y17/D00215,Nelson Littles,10/9/1993,26,Male,68.31,175.03,776712741,9/15/2020,1/5/2020,Available,6.913411,79.996931,"M.D.H Jayawardana Road, Korathota, Western Province 10150, LK",19932569917V,B+,CA/00188
Y17/D00216,Jonah Disney,5/22/1985,34,Female,91.15,155.84,776712741,3/8/2020,6/28/2020,Available,6.940065,79.95251,"Godellawatte Road, Ambatale, Western Province 10115, LK",19856466996V,A+,CA/00149
Y17/D00217,Bennie Hasson,2/13/1976,44,Female,90.44,156.44,776372733,5/18/2020,9/7/2020,Available,6.868327,79.858837,"Rajasinghe Road, Colombo, Western Province 00600, LK",19765043324V,B+,CA/00157
Y17/D00218,Glen Shenk,1/13/1979,41,Female,96.23,151.57,776372733,3/17/2020,7/7/2020,Available,6.919097,79.972945,"Vihara Lane, Kothlawala Interchange (No entrance or exit to & from Kadawatha), Western Province 10115, LK",19792987743V,B+,CA/00169
Y17/D00219,Darius Trautman,8/22/1990,29,Female,105.59,143.71,710113861,10/21/2020,2/10/2020,Available,6.833253,79.871131,"D.J. Wijesiriwardane Mawatha, Mount Lavinia, Western Province 10370, LK",19907259470V,B+,CA/00191
Y17/D00220,Damon Smithers,4/22/1999,20,Male,72.33,171.65,710113861,2/9/2020,6/1/2020,Available,6.815259,79.866778,"Rathmalana, Belekkade Junction, Western Province 10400, LK",19991512183V,A+,CA/00140
Y17/D00221,Milo Quade,11/27/1990,29,Female,96.69,151.18,715837482,12/23/2020,4/13/2020,Available,6.870608,79.989208,"Jayanthi Road, Athurugiriya, Western Province 10118, LK",19904298490V,B+,CA/00184
Y17/D00222,Horacio Oliveri,7/6/1983,36,Male,71.26,172.56,710113861,7/30/2020,11/19/2020,Available,6.783079,80.038145,"Gonapola-Homagama Road, Thalagala South, Western Province, LK",19834295499V,B+,CA/00178
Y17/D00223,Gustavo Hering,10/10/1998,21,Male,79.61,165.53,776712741,4/15/2020,8/5/2020,Available,6.863798,79.992258,"2nd Lane, Rukmalgama, Western Province 10118, LK",19988689772V,O+,CA/00143
Y17/D00224,Santos Tarter,6/15/1978,41,Female,52.2,188.57,715837482,3/16/2020,7/6/2020,Available,6.763281,80.095326,"Millawa road, Gorokgoda, Western Province, LK",19788206725V,B+,CA/00148
Y17/D00225,Stephan Schumaker,4/6/2002,18,Female,93.34,154,715837482,5/2/2020,8/22/2020,Available,6.853062,79.864181,"Rodrigo Lane, Dehiwala, Western Province 10350, LK",20028385644V,B+,CA/00135
Y17/D00226,Claude Bakker,2/5/1981,39,Female,77.51,167.31,776372733,11/2/2020,2/22/2020,Not Available,6.976189,79.990444,"Temple, Mawaramandiya, Western Province 11672, LK",19813755590V,AB+,CA/00185
Y17/D00228,Gerry Yowell,3/3/2001,19,Male,103.26,145.66,776712741,1/30/2020,5/22/2020,Available,6.829973,80.029475,"Uduwana-Pansala Handiya Road, Pansal Handiya, Western Province 10200, LK",20011268139V,B+,CA/00128
Y17/D00231,Robbie Sustaita,10/2/1985,34,Male,53.81,187.22,715837482,9/6/2020,12/27/2020,Available,6.977519,79.93116,"Gamunu Mawatha, Kiribathgoda, Western Province 11300, LK",19853907669V,O+,CA/00194
Y17/D00233,Oliver Jumper,6/13/1978,41,Male,89.99,156.82,710113861,6/3/2020,9/23/2020,Available,6.815259,79.866778,"Rathmalana, Belekkade Junction, Western Province 10400, LK",19783308542V,B+,CA/00158
Y17/D00235,Weldon Tincher,9/25/1993,26,Male,84.15,161.73,710113861,3/3/2020,6/23/2020,Available,6.902814,80.124404,"Kaluaggala-Labugama-Kalatuwawa Road, Waga, Western Province, LK",19937110197V,A+,CA/00131
Y17/D00236,Wesley Navarrette,3/3/1988,32,Male,109.81,140.16,776712741,4/12/2020,8/2/2020,Available,6.78244,79.931978,"Mrs. Nayani Thilakaratne, Kesbewa, Western Province 10300, LK",19887939507V,AB+,CA/00164
Y17/D00237,Dion Sonnenberg,4/14/1976,44,Female,89.48,157.25,776372733,11/12/2020,3/3/2020,Available,6.87286,79.90922,"Quarry Road, Sri Jayawardenapura Kotte, Western Province 10250, LK",19763759355V,A+,CA/00179
Y17/D00239,Anderson Escudero,8/20/1976,43,Male,60.42,181.66,710113861,1/20/2020,5/12/2020,Available,6.78975,80.197888,"Foot Path, Napawala, Sabaragamuwa Province, LK",19768376348V,B+,CA/00155
Y17/D00240,German Wash,2/13/1993,27,Male,96.08,151.69,776712741,2/20/2020,6/12/2020,Available,6.869069,79.954309,"Ranawakawatte Road, Vidyala Junction, Western Province 10230, LK",19938278611V,A+,CA/00132
Y17/D00241,Royal Blas,12/24/1978,41,Male,69.81,173.77,715837482,4/17/2020,8/7/2020,Available,6.961281,80.130809,"Kosgama-Pugoda Road, Boralugoda, Western Province 10730, LK",19782573622V,A+,CA/00166
Y17/D00242,Emile Murtha,7/22/1989,30,Male,81.26,164.15,776372733,11/2/2020,2/22/2020,Available,6.811387,79.912468,"Murakutiya Road, Wewala, Western Province 10300, LK",19893127828V,A+,CA/00192
Y17/D00244,Gerardo Towery,2/2/1992,28,Male,91.86,155.25,715837482,4/11/2020,8/1/2020,Available,6.858275,80.115852,"Uggalla-Kelimadala, Meepe, Western Province 10500, LK",19927887343V,O+,CA/00156
Y17/D00245,Dario Wagers,8/5/1983,36,Male,67.63,175.6,715837482,3/19/2020,7/9/2020,Available,6.948951,80.101414,"Salawa-Akarawita Road, , Western Province 10730, LK",19839195746V,A+,CA/00144
Y17/D00246,Kraig Backer,1/11/1985,35,Male,99.14,149.13,776712741,1/6/2020,4/28/2020,Available,6.807991,79.975193,"5th Lane, Asiri Uyana, Western Province 10320, LK",19856035568V,A+,CA/00133
Y17/D00248,Edmund Frechette,2/5/1982,38,Female,107.57,142.04,710113861,6/1/2020,9/21/2020,Available,6.853625,80.19444,"Kalatuwawa Tank, Labugama, Western Province, LK",19827755422V,B+,CA/00171
Y17/D00249,Lincoln Joshua,3/11/1978,42,Male,85.37,160.7,715837482,5/16/2020,9/5/2020,Not Available,6.890069,80.015136,"Rajasinghe Mawatha, Mullegama, Western Province 10150, LK",19788023311V,B+,CA/00172
Y17/D00250,Gregory Schoenfeld,1/26/1984,36,Male,68.59,174.8,715837482,7/13/2020,11/2/2020,Available,6.984141,80.067441,"Delgoda-Dekatana Road, Gampaha, Western Province, LK",19841613810V,A+,CA/00196
Y17/D00251,Roosevelt Dustin,1/11/1980,40,Male,69.9,173.7,776712741,8/31/2020,12/21/2020,Available,6.929955,79.963223,"Welivita Road, Welivita (WP), Western Province 10115, LK",19808267605V,O+,CA/00177
Y17/D00252,Abram Grieco,7/31/1986,33,Male,72.06,171.88,776712741,1/17/2020,5/9/2020,Available,6.872761,79.86979,"Saranankara Road, Sri Jayawardenapura Kotte, Western Province 10350, LK",19862321801V,B+,CA/00153
Y17/D00253,Rosario Zaleski,7/29/1978,41,Male,89.35,157.36,776372733,7/18/2020,11/7/2020,Available,6.847285,79.912526,"Raja Maha Vihara Road, Nawinna, Western Province 10280, LK",19788425661V,B+,CA/00175
Y17/D00254,Wilber Wightman,8/13/1979,40,Male,99.01,149.23,715837482,3/14/2020,7/4/2020,Available,6.805402,79.954576,"Kudamaduwa Road, Siddamulla, Western Province 10320, LK",19791473730V,B+,CA/00126
Y17/D00255,Sylvester Fleischman,9/23/1981,38,Female,73.76,170.46,776712741,5/28/2020,9/17/2020,Available,6.814565,80.101139,"Mahingala-Udumulla Road, Malagala WP, Western Province 10500, LK",19814044878V,O+,CA/00162
Y17/D00256,Pierre Speakman,7/19/1978,41,Female,72.68,171.36,776712741,4/10/2020,7/31/2020,Available,6.949514,80.099994,"Salawa-Akarawita Road, , Western Province 10730, LK",19786811305V,O+,CA/00130
Y17/D00257,Stefan Stickler,9/29/1978,41,Male,66.52,176.54,715837482,7/6/2020,10/26/2020,Available,6.926539,80.064427,"Hanwella - Malwana Road, , Western Province Dompe, LK",19784229320V,O+,CA/00183
Y17/D00258,Benjamin Camden,12/6/1981,38,Female,90.46,156.42,715837482,12/19/2020,4/9/2020,Available,6.869711,80.133508,"Uggalla-Pinnawala Road, Waga, Western Province 10500, LK",19814178736V,A+,CA/00174
Y17/D00259,Rashad Mikesell,7/20/1985,34,Male,65.94,177.02,710113861,1/27/2020,5/19/2020,Available,6.876932,80.169221,"Thummodara-Puwakpitiya Road, Egodagama, Western Province, LK",19857079444V,A+,CA/00159
Y17/D00260,Josue Hord,8/13/1977,42,Male,97.97,150.11,776372733,5/4/2020,8/24/2020,Available,6.928647,79.843037,"Galle Road, Colombo, Western Province 00100, LK",19773248626V,A+,CA/00123
Y17/D00262,Josh Rimmer,1/13/1978,42,Male,69.26,174.24,776712741,4/22/2020,8/12/2020,Available,6.855192,79.940488,"Sirasa Watarawum Road, Depanama, Western Province 10230, LK",19784503465V,O+,CA/00163
Y17/D00263,Conrad Scalf,4/9/1993,27,Male,71.14,172.66,776372733,2/9/2020,6/1/2020,Available,6.936968,80.221484,"Galapitamada Road, Kotahera, Western Province, LK",19938586708V,O+,CA/00154
Y17/D00264,Issac Bacchus,9/29/1977,42,Female,94.69,152.86,715837482,5/22/2020,9/11/2020,Available,6.857872,80.038761,"Lionel Jayasinghe Mawatha, Ranaviru Gammanaya, Western Province 10200, LK",19774473416V,A+,CA/00168
Y17/D00265,Kirby Linehan,3/12/1982,38,Male,78.32,166.62,776372733,8/31/2020,12/21/2020,Available,6.752291,79.905292,"Sri Jina Mawatha, Panadura, Western Province 12500, LK",19821408282V,AB+,CA/00182
Y17/D00266,Doug Rael,6/29/1998,21,Female,104.79,144.38,776712741,3/29/2020,7/19/2020,Available,6.751142,79.888711,"Galle Road New Deviation, Moratuwa, Western Province 10400, LK",19989213258V,A+,CA/00152
Y17/D00268,Warner Range,7/2/1981,38,Female,57.8,183.87,715837482,4/14/2020,8/4/2020,Available,6.867284,80.219449,"Iddamalgoda Road, Bandarahena, Sabaragamuwa Province, LK",19814167637V,O+,CA/00145
